Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Albert Heijn BV;www.albertheijn.nl;0165-532112;35012085.0;ROOSENDAAL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU16740101;GM1674;4702.0;4702JS;BU16740101;GM1674;4702.0;4702JS;BU16740101;GM1674;4702.0;4702JS;False;False;False;51.535300004955225;4.466640000668647;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;ww.ah.nl;0341-551467;35012085.0;ERMELO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02330101;GM0233;3851.0;3851XV;BU02330101;GM0233;3851.0;3851XV;BU02330101;GM0233;3851.0;3851XV;False;False;False;52.30180000575234;5.63154000152835;WarmteAtlas:CondensWarmte;;;
Van Rotterdam Supermarkt I. BV;www.superdeboersappermeer.nl;0598-364460;2061562.0;SAPPEMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU19520401;GM1952;9611.0;9611AC;BU19520401;GM1952;9611.0;9611AC;BU19520401;GM1952;9611.0;9611AC;False;False;False;53.16430000611423;6.787220001939821;WarmteAtlas:CondensWarmte;;;
Boni-Markten BV;;035-5358844;8018988.0;HOOGLAND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03071900;GM0307;3828.0;3828AB;BU03071900;GM0307;3828.0;3828AB;BU03071900;GM0307;3828.0;3828AB;False;False;False;52.17790000522887;5.375950000964343;WarmteAtlas:CondensWarmte;;;
Aldi Ommen BV;www.aldi.nl;0529-459308;5029090.0;KAMPEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01660006;GM0166;8263.0;8263AD;BU01660006;GM0166;8263.0;8263AD;BU01660006;GM0166;8263.0;8263AD;False;False;False;52.566600006006404;5.896370001486774;WarmteAtlas:CondensWarmte;;;
Food Village (Schiphol) BV;www.foodvillage.nl;0297-232000;34090710.0;RIJSENHOUT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03940782;GM0394;1435.0;1435CJ;BU03940782;GM0394;1435.0;1435CJ;BU03940782;GM0394;1435.0;1435CJ;False;False;False;52.26640000599218;4.699180000698819;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;075-6599111;35012085.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU0363EQ01;GM0363;1053.0;1053KK;BU0363EQ01;GM0363;1053.0;1053KK;BU0363EQ01;GM0363;1053.0;1053KK;False;False;False;52.370800005514035;4.870690001173348;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;040-2566777;35012085.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU07725340;GM0772;5629.0;5629PX;BU07725340;GM0772;5629.0;5629PX;BU07725340;GM0772;5629.0;5629PX;False;False;False;51.489100005387776;5.473970001717686;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;;026-4435982;9124392.0;ARNHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02021053;GM0202;6823.0;6823KN;BU02021053;GM0202;6823.0;6823KN;BU02021053;GM0202;6823.0;6823KN;False;False;False;52.0052000050453;5.938250001499487;WarmteAtlas:CondensWarmte;;;
Supermarkt Bikkersvaart BV;;033-2982693;31020426.0;BUNSCHOTEN-SPAKENBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03130005;GM0313;3752.0;3752VN;BU03130005;GM0313;3752.0;3752VN;BU03130005;GM0313;3752.0;3752VN;False;False;False;52.247300005344556;5.368080000654814;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;0598-626160;35012085.0;VEENDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU00470000;GM0047;9641.0;9641MK;BU00470000;GM0047;9641.0;9641MK;BU00470000;GM0047;9641.0;9641MK;False;False;False;53.10540000580859;6.880080002614826;WarmteAtlas:CondensWarmte;;;
VOF Plus Gommans;www.plussupermarkt.nl;077-4620626;52595838.0;HELDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU18940102;GM1894;5988.0;5988BD;BU18940801;GM1894;5988.0;5988BD;BU18940801;GM1894;5988.0;5988BD;True;False;False;51.31930000529477;5.99881000191953;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;079-3213902;35012085.0;ZOETERMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU06370400;GM0637;2728.0;2728AH;BU06370400;GM0637;2728.0;2728AH;BU06370909;GM0637;2728.0;2728AH;True;False;False;52.07550000565412;4.519850000045865;WarmteAtlas:CondensWarmte;;;
Deen Winkels BV;www.deen.nl;0227-601956;36009674.0;WIERINGERWERF;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19110701;GM1911;1771.0;1771AC;BU19110701;GM1911;1771.0;1771AC;BU19110701;GM1911;1771.0;1771AC;False;False;False;52.852400005523805;5.023270001524169;WarmteAtlas:CondensWarmte;;;
VOMAR Voordeelmarkt BV;www.vomar.nl;0226-320265;34054429.0;OUDKARSPEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19800101;GM1980;1724.0;1724NZ;BU19800101;GM1980;1724.0;1724NZ;BU19800101;GM1980;1724.0;1724NZ;False;False;False;52.71240000555122;4.804260000543089;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;SOEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03420103;GM0342;3761.0;3761CD;BU03420103;GM0342;3761.0;3761CD;BU03420103;GM0342;3761.0;3761CD;False;False;False;52.18600000515886;5.295320000552107;WarmteAtlas:CondensWarmte;;;
VOF Super Van den Berg;www.plus.nl;0486-411553;56350171.0;HERPEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU08281500;GM0828;5373.0;5373AT;BU08281500;GM0828;5373.0;5373AT;BU08281500;GM0828;5373.0;5373AT;False;False;False;51.77180000545818;5.640970001153506;WarmteAtlas:CondensWarmte;;;
Agrimarkt BV;www.agrimarkt.nl;0187-482799;22017736.0;MIDDELHARNIS;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19240304;GM1924;3241.0;3241AS;BU19240304;GM1924;3241.0;3241AS;BU19240304;GM1924;3241.0;3241AS;False;False;False;51.75140000560121;4.1649500006280205;WarmteAtlas:CondensWarmte;;;
V.D.S. Roelofarendsveen BV;www.plussupermarkt.nl;071-3312139;28094337.0;ROELOFARENDSVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU18840000;GM1884;2371.0;2371DA;BU18840000;GM1884;2371.0;2371DA;BU18840000;GM1884;2371.0;2371DA;False;False;False;52.20150000591326;4.632899999807673;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;055-5334845;35012085.0;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02000402;GM0200;7331.0;7331GN;BU02000402;GM0200;7331.0;7331GN;BU02000402;GM0200;7331.0;7331GN;False;False;False;52.20040000542941;5.966980001163151;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;0493-491317;35012085.0;SOMEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU08470000;GM0847;5711.0;5711EM;BU08470001;GM0847;5711.0;5711EM;BU08470001;GM0847;5711.0;5711EM;True;False;False;51.382800005270155;5.7112400008866455;WarmteAtlas:CondensWarmte;;;
Jan Linders BV;www.janlinders.nl;077-4762191;12021701.0;REUVER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU08890001;GM0889;5953.0;5953LC;BU08890001;GM0889;5953.0;5953LC;BU08890001;GM0889;5953.0;5953LC;False;False;False;51.2841000048065;6.091350001814837;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;AMSTELVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03620202;GM0362;1182.0;1182HL;BU03620202;GM0362;1182.0;1182HL;BU03620202;GM0362;1182.0;1182HL;False;False;False;52.31160000546922;4.847570000545379;WarmteAtlas:CondensWarmte;;;
Plus Van Leeuwen BV;www.plussupermarkt.nl;015-2615138;27254754.0;DEN HOORN ZH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU18420001;GM1842;2635.0;2635GD;BU18420001;GM1842;2635.0;2635GD;BU18420001;GM1842;2635.0;2635GD;False;False;False;52.00100000589113;4.330379999979215;WarmteAtlas:CondensWarmte;;;
Beugelsdijk Food BV;www.c1000.nl/hazerswoude;0172-583000;28104487.0;HAZERSWOUDE-DORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04849101;GM0484;2391.0;2391BE;BU04849101;GM0484;2391.0;2391BE;BU04849101;GM0484;2391.0;2391BE;False;False;False;52.09680000526542;4.5917500004841;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;0182-381001;35012085.0;SCHOONHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19311200;GM1931;2871.0;2871AG;BU19311200;GM1931;2871.0;2871AG;BU19311200;GM1931;2871.0;2871AG;False;False;False;51.94680000567554;4.858180000258251;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;030-2318920;35012085.0;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03440613;GM0344;3511.0;3511DP;BU03440613;GM0344;3511.0;3511DP;BU03440613;GM0344;3511.0;3511DP;False;False;False;52.09020000558128;5.112640001708559;WarmteAtlas:CondensWarmte;;;
Poiesz Supermarkten BV;;0515-416646;1100780.0;SNEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19000105;GM1900;8602.0;8602XJ;BU19000105;GM1900;8602.0;8602XJ;BU19000105;GM1900;8602.0;8602XJ;False;False;False;53.041600006107494;5.657510000879994;WarmteAtlas:CondensWarmte;;;
Reinbergen VOF;www.c1000.nl;030-6041888;30196127.0;NIEUWEGEIN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU02330004;GM0233;3853.0;3853WN;BU02330004;GM0233;3853.0;3853WN;BU02330004;GM0233;3853.0;3853WN;False;False;False;52.29600000604912;5.6039400011754825;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;ZOETERMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU06370201;GM0637;2725.0;2725EA;BU06370201;GM0637;2725.0;2725EA;BU06370710;GM0637;2725.0;2725EA;True;False;False;52.07200000592746;4.495070000845583;WarmteAtlas:CondensWarmte;;;
Konst BV;www.konst.nl;0342-471662;8019895.0;VOORTHUIZEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02035531;GM0203;3781.0;3781AK;BU02035531;GM0203;3781.0;3781AK;BU02035531;GM0203;3781.0;3781AK;False;False;False;52.186900005943286;5.606330001418689;WarmteAtlas:CondensWarmte;;;
Food Village (Schiphol) BV;www.foodvillage.nl;020-6533737;34090710.0;SCHIPHOL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03941663;GM0394;1118.0;1118AP;BU03941663;GM0394;1118.0;1118AP;BU03941663;GM0394;1118.0;1118AP;False;False;False;52.310500005552996;4.76304000002501;WarmteAtlas:CondensWarmte;;;
Jan Linders BV;www.janlinders.nl;0478-691284;12021701.0;TIENRAY;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU15071400;GM1507;5865.0;5865AH;BU15071400;GM1507;5865.0;5865AH;BU15071400;GM1507;5865.0;5865AH;False;False;False;51.494500004876166;6.09147000178072;WarmteAtlas:CondensWarmte;;;
Super Hoogeind BV;www.superdeboerzanen.nl;013-5341424;18044042.0;GOIRLE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU07851121;GM0785;5051.0;5051SV;BU07851121;GM0785;5051.0;5051SV;BU07851121;GM0785;5051.0;5051SV;False;False;False;51.51950000535249;5.05535000120398;WarmteAtlas:CondensWarmte;;;
Plus Quaedvlieg BV;www.plussupermarkt.nl;;14072063.0;BRUNSSUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU08990126;GM0899;6444.0;6444XM;BU08990126;GM0899;6444.0;6444XM;BU08990126;GM0899;6444.0;6444XM;False;False;False;50.935900005180635;5.953480002333457;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;010-4845411;35012085.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU05991079;GM0599;3071.0;3071AR;BU05991079;GM0599;3071.0;3071AR;BU05991079;GM0599;3071.0;3071AR;False;False;False;51.90460000568766;4.503769999703908;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;020-6361301;35012085.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU0363NK03;GM0363;1031.0;1031AG;BU0363NK03;GM0363;1031.0;1031AG;BU0363NK03;GM0363;1031.0;1031AG;False;False;False;52.39050000577336;4.915550001442048;WarmteAtlas:CondensWarmte;;;
VOF Simonides;www.simonides.nl;0521-382525;1073653.0;VLEDDER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU17011100;GM1701;8381.0;8381AN;BU17011100;GM1701;8381.0;8381AN;BU17011100;GM1701;8381.0;8381AN;False;False;False;52.85720000623504;6.211090001873722;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;LEEUWARDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU00804102;GM0080;8912.0;8912AA;BU00804102;GM0080;8912.0;8912AA;BU00803204;GM0080;8912.0;8912AA;True;False;False;53.195600006094246;5.783840001762262;WarmteAtlas:CondensWarmte;;;
VOMAR Voordeelmarkt BV;www.vomar.nl;0251-257590;34054429.0;BEVERWIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU03750702;GM0375;1945.0;1945SW;BU03750702;GM0375;1945.0;1945SW;BU03750702;GM0375;1945.0;1945SW;False;False;False;52.492700005931326;4.661960000966086;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;0485-341418;16044409.0;BERGEN LB;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU08930330;GM0893;5854.0;5854EM;BU08930330;GM0893;5854.0;5854EM;BU08930330;GM0893;5854.0;5854EM;False;False;False;51.60390000511131;6.054810002564879;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;033-4563292;35012085.0;AMERSFOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03072105;GM0307;3823.0;3823ER;BU03072105;GM0307;3823.0;3823ER;BU03072105;GM0307;3823.0;3823ER;False;False;False;52.18660000542862;5.396460000724718;WarmteAtlas:CondensWarmte;;;
Aldi Best BV;;0499-398885;17046669.0;VEGHEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU19480429;GM1948;5461.0;5461KL;BU19480429;GM1948;5461.0;5461KL;BU19480429;GM1948;5461.0;5461KL;False;False;False;51.615800005592675;5.545450001247227;WarmteAtlas:CondensWarmte;;;
Van Vuuren VOF;www.c1000.nl;0183-503577;18066658.0;WERKENDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19590102;GM1959;4251.0;4251ZB;BU19590102;GM1959;4251.0;4251ZB;BU19590102;GM1959;4251.0;4251ZB;False;False;False;51.80930000571197;4.8908400008325215;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;0222-314964;35012085.0;DEN BURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04480000;GM0448;1791.0;1791EC;BU04480000;GM0448;1791.0;1791EC;BU04480000;GM0448;1791.0;1791EC;False;False;False;53.05640000598988;4.797800001405322;WarmteAtlas:CondensWarmte;;;
BV Nettorama Verbruikersmarkten;www.nettorama.nl;040-2510972;20036900.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07726210;GM0772;5652.0;5652AL;BU07726210;GM0772;5652.0;5652AL;BU07726210;GM0772;5652.0;5652AL;False;False;False;51.43580000527639;5.429470001906808;WarmteAtlas:CondensWarmte;;;
